cc_num,amt,first,last,street,city,zip,lat,long,city_pop,job,dob_year,dob_month,log_amount,distance_from_origin,is_fraud
4570636521433188,24.73,66,226,466,187,32725,28.8989,-81.2473,88735,85,1988,4,3.2476576262936527,86.23381110968018,0
4906628655840914432,2.33,60,279,737,364,33040,24.6557,-81.3824,32891,444,1987,2,1.2029723039923526,85.03527839814485,0
4908846471916297,16.6,201,395,23,267,76050,32.2779,-97.2351,5875,363,1992,7,2.8678989020441064,102.45256219548635,0
4861310130652566528,80.11,24,84,586,633,70774,30.2385,-90.8435,10076,413,1977,12,4.395806258082254,95.74397304530453,0
6538441737335434,5.71,122,156,407,133,16114,41.3851,-80.1752,606,141,1997,9,1.9035989509835904,90.22632208535379,0
2283743876903625,8.53,280,433,804,11,30009,34.077,-84.3033,165556,328,1997,12,2.254444717666111,90.93012877968445,0
4560004149983868416,37.95,289,408,180,148,80951,38.8881,-104.6556,525713,283,1992,5,3.6622787723167574,111.64711788922274,0
4562827002127,1.74,67,202,260,275,45331,40.0987,-84.6342,22930,270,1971,11,1.007957920399979,93.65283525515926,0
213153151785052,6.02,258,76,157,712,54487,45.4963,-89.7273,9594,393,1997,11,1.9487632180377197,100.60269220542759,0
372509258176510,9.87,191,162,236,262,48438,42.9147,-83.4845,6951,245,1985,6,2.386006701133118,93.8687020062598,0
6011148190095209,47.06,307,14,462,175,94015,37.6787,-122.478,107941,50,1991,10,3.872450230308323,128.14267406953078,0
6011917798331152,1.7,327,202,463,672,5155,43.1699,-72.8515,828,382,1957,8,0.9932517730102833,84.6816468797106,0
3577663406369449,2.17,69,183,645,395,72354,35.6069,-90.3359,2470,103,1968,10,1.1537315878891892,97.10008319471204,0
3502377050801561,6.21,180,243,589,500,77358,30.5354,-95.4532,4993,384,1948,11,1.9754689512968577,100.2183817640257,0
180040027502291,24.44,218,361,21,501,10162,40.7699,-73.9511,1577385,37,1957,12,3.2363227384719213,84.44495211213041,0
379897244598068,176.23,115,211,497,565,40056,38.3039,-85.4834,3263,404,1930,2,5.177448324067048,93.67283720892627,0
180048185037117,134.39,218,412,218,572,7060,40.6152,-74.415,71485,249,1974,7,4.9081595025070195,84.77727700298,0
4302475216404898,19.03,82,51,360,59,50421,42.8511,-93.62,3032,92,1964,8,2.997231149677727,102.96077491554733,0
180036456789979,210.36,210,356,849,39,53801,42.9207,-91.0685,878,377,1974,11,5.353562840774015,100.67600598325303,0
180065479077096,52.81,194,137,432,422,21102,39.6747,-76.8941,11751,82,1964,2,3.9854593235013285,86.52620663648673,0
6517217825320610,82.32,140,332,244,670,39665,31.6453,-90.1801,1196,251,1958,6,4.422688616392771,95.57131080036518,0
4683520018489354,26.31,60,58,152,300,90250,33.9143,-118.3493,93193,131,1995,4,3.3072529354856135,123.11269859352446,0
501899453424,134.6,154,100,50,249,35903,33.9845,-85.9077,67082,58,1970,1,4.909709375506295,92.38549214860524,0
6011348830550197,36.72,273,203,137,67,35229,33.4629,-86.7904,493806,286,1980,7,3.6301904577652566,93.01795100178245,0
213195754007681,105.78,330,5,615,536,52576,41.2001,-92.1354,568,85,1969,7,4.67077064307204,100.92759866939271,0
2712209726293386,39.95,149,42,464,47,70808,30.4066,-91.1468,378909,113,1977,2,3.7123518102990785,96.08486079398773,0
503874407318,47.81,15,258,382,641,78248,29.5894,-98.5201,1595797,174,1975,12,3.887935209899056,102.8675978934572,0
676369110710,18.96,84,437,713,674,48034,42.4969,-83.2911,75830,144,1974,12,2.993730270883318,93.50611663853869,0
4783226709001,46.67,154,138,106,441,67556,38.5957,-99.554,320,180,1961,4,3.864302269216734,106.7737185570026,0
375848982312810,30.59,80,375,222,593,76566,31.4841,-97.9903,258,459,1943,12,3.4528406148139936,102.92398868534002,0
30270432095985,3.94,207,230,792,406,61454,40.6761,-91.0391,725,165,1972,11,1.597365331199831,99.71290207400445,0
6011149206456997,84.11,148,429,755,721,21790,39.2667,-77.5101,100,337,1979,12,4.4439445374888695,86.88894826673872,0
4110266553600176128,31.19,274,362,352,694,38778,33.5567,-90.5451,1686,133,1986,11,3.4716558453107167,96.56328105910653,0
675990301623,4.91,10,376,596,533,7439,41.0767,-74.5982,2456,394,1994,3,1.776645831418007,85.15977175949922,0
377026671291680,5.36,137,91,165,603,63665,37.3272,-91.0243,241,236,1974,10,1.8500283773520307,98.38060301873534,0
6011934240159560,80.5,168,71,388,93,4616,44.2541,-68.5565,824,257,1974,11,4.400603020246817,81.599136386729,0
3519607465576254,49.57,25,148,317,240,95537,40.7268,-124.2174,276,383,1929,5,3.9233585150918917,130.72350477630258,0
571465035400,79.51,209,118,419,245,82514,43.0048,-108.8964,1645,188,1976,2,4.388381400311889,117.08047982477694,0
6011652924285713,34.17,181,375,174,619,65072,38.2911,-92.7059,1847,417,1988,10,3.5601934464858913,100.30250362787561,0
4116554952971686,9.75,45,39,446,582,34953,27.2625,-80.3793,181438,327,1934,3,2.3749057545736716,84.8768270774774,0
4855488158131690496,68.88,151,340,229,268,5654,44.1554,-72.4847,970,14,1993,9,4.246779485265856,84.87479651374724,0
4599735407877244928,30.73,218,287,372,710,38079,36.3846,-89.4649,5577,197,1964,12,3.4572626055951043,96.580574905982,0
561942763351,63.27,225,43,305,742,20036,38.9087,-77.0414,601723,328,1986,3,4.163092959383195,86.30912031558427,0
2227671554547514,121.46,17,204,620,137,33760,27.9004,-82.7152,172247,196,1979,10,4.8077844460498085,87.29396675143134,0
2296006538441789,9.23,171,180,454,94,11217,40.6816,-73.9798,2504700,272,1999,9,2.325324579963535,84.4275037330845,0
36722699017270,8.86,154,316,719,695,85173,33.2887,-111.0985,2872,310,1987,10,2.288486168614544,115.97850770698854,0
213156747557083,55.53,1,360,646,261,91206,34.1556,-118.2322,172817,10,1982,7,4.0347714706871995,123.06688477490604,0
3567697931646329,2.61,162,382,390,330,12534,42.247,-73.7552,17867,450,1998,7,1.2837077723447896,84.99787371481713,0
4988304376504,1.93,327,393,844,616,12575,41.4575,-74.1659,2258,49,1937,3,1.0750024230289759,84.96649356693496,0
213157767990030,20.03,303,54,40,615,82901,41.606,-109.23,27971,284,1984,8,3.0459499897146083,116.88563699616817,0
4509922033272157,7.93,235,427,196,334,57036,43.2893,-97.1904,811,290,1972,3,2.189416394888408,106.39519418963432,0
30044330818990,20.4,8,12,769,244,33967,26.4722,-81.8122,224256,305,1985,8,3.0633909220278057,85.98844946665803,0
3502377050801561,181.87,180,243,589,500,77358,30.5354,-95.4532,4993,384,1948,11,5.208775517886542,100.2183817640257,0
4710826438164847616,30.72,169,173,846,720,59542,48.8328,-108.3961,192,191,1964,1,3.456947396766647,118.88800129134142,0
4653879239169997,129.58,235,397,277,668,42171,37.0581,-86.1938,6841,440,1999,6,4.871986065758487,93.82256623035846,0
4956828990005110784,5.13,188,343,243,217,7208,40.6747,-74.2239,124967,297,1980,12,1.81319474994812,84.63816249954863,0
3590736522064285,189.99,190,148,649,49,72011,34.5091,-92.4828,4074,383,1975,12,5.252221070655064,98.71142932127971,0
4755696071492,5.37,265,112,16,631,75048,32.9643,-96.6012,20328,396,1985,6,1.851599469584072,102.07074466236641,0
3542162746848552,6.04,36,7,367,221,56029,43.5089,-93.4824,744,88,1968,1,1.951608170169951,103.11150997328086,0
30234966027947,15.49,219,221,640,498,53061,43.9446,-88.0911,5196,73,1978,1,2.8027541365715076,98.44373910193579,0
180042946491150,4.94,60,344,313,639,33710,27.7898,-82.7243,341043,154,1989,2,1.7817091333745536,87.26730656167864,0
4149238353975790,74.52,301,59,452,143,15324,40.1008,-80.0652,632,110,1989,4,4.324397521837245,89.54613566022825,0
3583793405872580,4.4,30,221,580,623,73564,34.847,-98.9836,551,20,1970,9,1.6863989535702288,104.93839372679572,0
3575789281659026,71.68,206,436,679,124,64019,38.7897,-93.8702,2368,137,1989,7,4.28606624352797,101.56896806667872,0
3553629419254918,33.97,281,202,641,153,98238,48.34,-122.3456,85,366,1984,9,3.5544905510752844,131.54923579922465,0
375248307838179,20.87,168,267,385,698,26237,38.8564,-80.158,571,3,1967,9,3.0851158346886765,89.07931738041104,0
4427805710168,19.41,232,346,151,627,88355,33.3305,-105.6933,8874,253,2000,8,3.0160249768217535,110.82416656641276,0
371985236239474,21.57,29,243,38,542,13425,42.9576,-75.4838,1970,342,1949,6,3.1166215908294443,86.85136418157172,0
6011348830550197,19.06,273,203,137,67,35229,33.4629,-86.7904,493806,286,1980,7,2.9987277825337895,93.01795100178245,0
676275912597,60.07,104,174,212,219,49629,44.8955,-85.4082,2223,67,1986,1,4.112020747235043,96.48920430540403,0
4173950183554608,15.8,292,242,431,463,7750,40.333,-73.9809,3279,205,1978,10,2.8213788864092133,84.26104944640792,0
6011197122270059,2.01,322,417,55,512,1535,42.2665,-72.0821,4680,178,1986,4,1.1019400787607843,83.56007517145972,0
4223708906367574016,75.24,1,337,249,483,45051,39.0965,-84.6431,177,174,1974,5,4.333886259345946,93.23620911351983,0
675961917837,56.3,67,85,441,678,68438,40.6267,-96.7456,142,74,1967,8,4.048300623720694,104.92969013701509,0
630425673344,5.95,48,271,381,116,24927,38.388000000000005,-79.9906,365,401,1970,3,1.9387416595767009,88.72505075997421,0
4708992452821239,19.73,143,416,312,154,72524,35.8184,-91.3375,376,111,1938,9,3.0315819264476884,98.10961565927165,0
30234966027947,128.33,219,221,640,498,53061,43.9446,-88.0911,5196,73,1978,1,4.862367277427153,98.44373910193579,0
377234009633447,136.16,308,33,402,659,25442,39.3716,-77.8229,1925,415,1966,2,4.921148127594719,87.21540374824852,0
4294040533480516,16.8,118,423,845,496,29809,33.413000000000004,-81.69,2206,43,1986,12,2.8791984572980396,88.25919028067275,0
180018375329178,113.89,232,439,821,487,49259,42.3703,-84.2485,2523,200,1988,3,4.743975148865274,94.30298019861303,0
6011438889172900,37.14,8,5,378,183,72042,34.2853,-91.3336,5161,136,1993,4,3.641263600172273,97.55669267174856,0
5501083170975659,16.06,325,313,529,171,44223,41.1464,-81.5107,47772,170,1966,1,2.836736542063533,91.30728583990435,0
6011104316292105,1.01,317,91,364,197,23937,36.9688,-78.5615,1970,140,1985,9,0.6981347220709844,86.82511995782096,0
374930071163758,6.98,82,110,550,621,48174,42.2203,-83.3583,31515,322,1971,11,2.0769384114617173,93.44067589107004,0
4500002361389,31.88,167,293,761,722,21865,38.2833,-75.8465,470,285,1965,4,3.492864570187979,84.96059451969484,0
6592074504369261,242.35,10,274,743,568,19154,40.0897,-74.9781,1526206,85,1972,5,5.494500736279464,85.02293529219043,0
4400011257587661824,20.66,215,323,436,516,68859,41.4972,-98.7858,509,291,1980,9,3.0754672415728446,107.14780394147142,0
30570197515105,127.76,322,51,583,295,36344,31.086,-85.7192,5732,239,1945,12,4.8579502064306075,91.18179996380856,0
6011652924285713,4.24,181,375,174,619,65072,38.2911,-92.7059,1847,417,1988,10,1.6563214983329508,100.30250362787561,0
4561546772499,28.51,82,41,633,471,87035,34.9889,-106.0609,7268,435,1988,8,3.3847291889548483,111.68320210318113,0
4119762878330989,29.39,224,159,126,228,61530,40.7152,-89.2706,6713,30,1945,8,3.414113606928702,98.11711132824897,0
4810839835482793984,5.85,54,316,399,772,64874,36.7651,-94.0492,760,339,1985,8,1.9242486522741338,100.9798227303356,0
4191109180926792,12.64,150,376,438,17,43102,39.6251,-82.7552,4512,177,1992,10,2.613006652415316,91.75277476485384,0
676195318214,9.63,38,329,839,12,77412,29.6047,-96.5249,106,130,1983,7,2.363680192353857,100.9628376290009,0
4128730454058057728,18.02,236,243,610,600,75858,31.3833,-95.0619,43,160,1949,10,2.9454910571172443,100.10832308304839,0
4681699462969,2.54,167,148,288,488,37132,35.8596,-86.421,158701,240,1978,3,1.264126727145683,93.56548590778547,0
3523843138706408,9.17,124,433,263,573,36758,32.6176,-86.9475,1412,126,1970,11,2.3194422100604686,92.86428584773589,0
4587657402165341696,26.03,11,229,568,564,60958,41.0646,-87.5917,2135,350,2004,5,3.2969473602883563,96.73989498676335,0
6011860238257910,46.81,207,266,406,377,73754,36.385,-98.0727,1078,340,1952,7,3.867234822638012,104.60460176440614,0
3576431665303017,61.44,154,417,644,569,85020,33.5623,-112.0559,1312922,98,1981,10,4.134206095647231,116.97415400890917,0
30199621383748,68.51,308,323,92,394,75452,33.4044,-96.2238,4090,407,1977,3,4.2414706271123945,101.85712358887815,0
3540017235499519,57.53,202,134,724,373,3905,43.0976,-70.7121,1780,45,1983,1,4.069539443303129,82.81065276985807,0
213161869125933,2.3,235,222,298,204,4226,44.6084,-70.6993,190,22,1970,4,1.1939224684724346,83.59605475768578,0
36913587729122,28.74,13,256,414,448,83646,43.6498,-116.4306,84106,233,1971,2,3.392492941032009,124.3438364230411,0
2720433095629877,1.92,216,438,749,78,4287,44.0575,-69.9656,3224,153,1997,8,1.0715836162801904,82.68160913776413,0
4584931703207308288,3.37,10,147,717,173,75218,32.8463,-96.6972,1263321,111,1975,4,1.4747630091074988,102.123591356405,0
4536996888716062208,22.42,241,267,681,225,87533,35.9866,-106.0654,18408,212,1972,7,3.1535903581695712,112.00403768043364,0
3518234918950662,12.33,26,236,601,660,75092,33.6372,-96.6184,46563,415,1970,9,2.5900171341906173,102.30628740404961,0
3546674063249004,6.85,165,250,136,7,76008,32.7004,-97.6039,13602,300,1984,7,2.060513531794317,102.93608432114561,0
3533177016567295,80.8,90,27,691,751,68463,40.8731,-96.1528,1517,110,1951,11,4.404277243608702,104.47952551313583,0
4900628639996,5.61,229,202,78,522,90650,33.9056,-118.0818,105549,184,1973,9,1.888583653863595,122.85316928187079,0
38947654498698,7.47,208,346,96,163,45622,39.3543,-82.503,321,101,1979,6,2.136530508663963,91.40845659724269,0
3547560454237873,43.47,152,343,188,22,49613,44.5232,-86.2061,680,116,1966,12,3.794814804522605,97.02477526616592,0
378278619832195,8.32,218,259,687,227,97403,44.0385,-123.0614,191096,387,1964,4,2.2321626286975,130.70385477180847,0
3513618443244549,37.0,11,316,824,248,57340,43.7588,-97.8712,355,181,1955,6,3.6375861597263857,107.20822900729216,0
2296006538441789,9.76,171,180,454,94,11217,40.6816,-73.9798,2504700,272,1999,9,2.3758355547336385,84.4275037330845,0
630484879808,75.99,135,312,712,309,93627,36.4992,-120.0936,123,127,1973,2,4.343675543289958,125.51758586588574,0
376445266762684,26.54,254,236,345,697,69165,41.1558,-101.136,1789,229,1982,2,3.315639493300509,109.18924108922087,0
4683638447911,558.03,82,40,778,212,70531,30.251,-92.5002,1261,46,1972,7,6.326203138978033,97.32116933658371,0
4503101193493052928,5.26,179,397,598,380,33811,27.9865,-82.0139,237282,83,1979,7,1.8341801851120072,86.65750963107583,0
4259996134423,46.33,174,202,802,330,67545,38.1485,-98.6408,215,330,1968,11,3.8571443439181565,105.7606518365408,0
630424987505,19.3,150,32,259,704,26292,39.1505,-79.503,836,187,1981,8,3.0106208860477417,88.61991118958538,0
348789608637806,49.77,222,285,481,321,68950,40.4542,-98.6538,331,426,1950,8,3.927305628959303,106.62605006319986,0
3587960728692500,109.54,182,191,20,48,51006,42.3327,-95.6045,1075,420,1997,1,4.705377446405117,104.55753396833727,0
6538441737335434,48.05,122,156,407,133,16114,41.3851,-80.1752,606,141,1997,9,3.892840186011372,90.22632208535379,0
4260128500325,7.25,326,136,32,185,41812,37.2409,-82.7696,230,95,1997,8,2.1102132003465894,90.76172826125558,0
4189814094741,145.44,145,115,310,597,35131,33.7367,-86.1619,4159,135,1998,2,4.986615788252036,92.53128086490536,0
371009169330125,173.09,255,45,370,510,31771,31.2462,-83.6549,5666,378,2003,9,5.159572406870627,89.29987294755799,0
2227671554547514,42.21,17,204,620,137,33760,27.9004,-82.7152,172247,196,1979,10,3.766071949943842,87.29396675143134,0
5456776410929288,4.13,304,212,588,519,16048,41.0472,-79.8089,139,306,1954,5,1.6351056591826783,89.74593666038591,0
3556613125071656,8.57,166,402,514,378,77566,29.0393,-95.4401,28739,192,1999,12,2.258633205464863,99.76018059576677,0
4653879239169997,2.6,235,397,277,668,42171,37.0581,-86.1938,6841,440,1999,6,1.2809338454620642,93.82256623035846,0
4653879239169997,7.01,235,397,277,668,42171,37.0581,-86.1938,6841,440,1999,6,2.080690761080268,93.82256623035846,0
6593250708747804,32.82,225,268,213,416,33470,26.7383,-80.276,26551,305,1977,1,3.5210523434704344,84.61189551646979,0
4990494243023,6.96,217,127,513,156,21524,39.6967,-78.8031,626,140,1960,12,2.0744289998562917,88.23693421974723,0
3518669219150142,1.8,97,392,482,454,45150,39.1657,-84.233,31394,216,1996,11,1.0296194171811581,92.89322012660558,0
4710826438164847616,63.92,169,173,846,720,59542,48.8328,-108.3961,192,191,1964,1,4.17315574264639,118.88800129134142,0
639023984367,3.93,92,236,704,289,13647,44.6087,-74.9732,69,66,1991,6,1.5953389880545987,87.24056873914796,0
3517814635263522,49.07,327,55,403,726,24983,37.5802,-80.5248,2443,63,1941,10,3.9134220263418533,88.86233649347737,0
3567527758368741,9.44,10,400,122,685,76951,31.8351,-101.0017,1143,384,1962,3,2.3456445824544927,105.90003302596274,0
5580563567307107,67.9,290,97,62,669,15480,39.9961,-79.7678,1946,59,1990,6,4.232656178019613,89.23334540433862,0
4302480582202074,2.89,84,346,721,490,49440,43.2326,-86.2492,128715,212,1995,5,1.358409157630355,96.47788453008286,0
60416207185,124.66,218,95,853,245,82514,43.0048,-108.8964,1645,228,1986,2,4.833579846974801,117.08047982477694,0
4044436772018844672,147.98,12,0,12,179,45415,39.8355,-84.2613,479994,168,1970,11,5.00381206874813,93.20318523494785,0
3577663406369449,12.32,69,183,645,395,72354,35.6069,-90.3359,2470,103,1968,10,2.589266665112243,97.10008319471204,0
4119762878330989,96.19,224,159,126,228,61530,40.7152,-89.2706,6713,30,1945,8,4.576667825515379,98.11711132824897,0
180094419304907,74.93,281,375,153,693,92585,33.7467,-117.1721,54287,112,1972,9,4.329811863225142,121.93498587075,0
4906628655840914432,133.84,60,279,737,364,33040,24.6557,-81.3824,32891,444,1987,2,4.90408889036586,85.03527839814485,0
4671727014157745,68.79,188,106,339,20,46702,40.8618,-85.6067,2304,373,1955,7,4.245490733029061,94.8588097338882,0
6011104316292105,118.21,317,91,364,197,23937,36.9688,-78.5615,1970,140,1985,9,4.78088664372991,86.82511995782096,0
3582402971899057,64.36,231,310,503,677,83869,47.9657,-116.868,4161,339,1957,6,4.1799104505517475,126.32829374486936,0
4099707841315751,16.02,140,380,91,626,22968,38.2586,-78.4074,9815,111,1975,7,2.834389123145228,87.24357196217954,0
6011109736646996,1199.45,258,109,536,780,28405,34.2651,-77.867,186140,164,1983,2,7.0904517654811645,85.07271458587648,0
4482427013979020,7.44,204,127,451,310,25106,38.8265,-82.1364,642,48,1946,8,2.132982308607866,90.85089601765081,0
30518196150127,30.09,178,385,569,625,60963,40.3625,-87.6692,1807,51,1975,6,3.4368862240706624,96.51435144521254,0
6538441737335434,28.94,122,156,407,133,16114,41.3851,-80.1752,606,141,1997,9,3.3991953789914824,90.22632208535379,0
4736845434667908096,185.27,313,147,48,14,12910,44.8816,-73.6408,2148,410,1953,5,5.227197234044911,86.23992951759642,0
2296006538441789,4.74,171,180,454,94,11217,40.6816,-73.9798,2504700,272,1999,9,1.747459210331475,84.4275037330845,0
4861310130652566528,85.39,24,84,586,633,70774,30.2385,-90.8435,10076,413,1977,12,4.458871928370793,95.74397304530453,0
2358122155477959,8.04,233,396,149,398,21090,39.2092,-76.6681,9784,96,1924,10,2.201659174404085,86.11247831905663,0
2285066385084291,3.27,261,43,155,306,39439,31.882,-88.9981,4573,175,1988,2,1.451613827240533,94.53636193343807,0
4810839835482793984,95.67,54,316,399,772,64874,36.7651,-94.0492,760,339,1985,8,4.571303116476514,100.9798227303356,0
4294040533480516,69.86,118,423,845,496,29809,33.413000000000004,-81.69,2206,43,1986,12,4.260706099437326,88.25919028067275,0
370348764075623,38.88,67,147,819,708,70466,30.5668,-90.482,8512,2,1951,9,3.6858749450936377,95.50561023437314,0
2296006538441789,30.13,171,180,454,94,11217,40.6816,-73.9798,2504700,272,1999,9,3.4381719844535166,84.4275037330845,0
4301028321766222336,72.11,160,187,87,662,15077,40.6025,-80.3863,198,392,1978,10,4.291965156305224,90.05842677917487,0
4063094974360571392,70.54,246,267,144,446,84325,41.71,-111.9817,2078,383,1963,6,4.2702567338308715,119.49738589144953,0
213157767990030,23.23,303,54,40,615,82901,41.606,-109.23,27971,284,1984,8,3.1875915348284343,116.88563699616817,0
345060451158891,51.05,42,316,695,29,1330,42.5232,-72.811,1506,336,1960,4,3.952204795060978,84.31882505846485,0
6011893664860915,97.73,112,66,316,400,80120,39.5994,-105.0044,320420,457,1975,7,4.592388851623358,112.2231549178689,0
30118423745458,2.13,143,406,11,435,7747,40.4109,-74.238,30770,126,1993,4,1.1410330045520618,84.52408818088486,0
4492491748959010,80.71,164,49,501,588,24878,37.3752,-81.6539,337,12,1986,10,4.403176393396616,89.80125255390372,0
377113842678100,31.94,34,136,602,276,8323,39.4055,-75.3209,804,231,1965,3,3.494687724749494,85.0060668838407,0
343472729187663,4.5,123,413,205,123,3816,43.6849,-71.2551,1368,299,1971,8,1.7047480922384253,83.58025941584532,0
3540210836308425,74.12,293,441,818,692,79085,34.7437,-102.5064,53,185,1992,6,4.319086834900007,108.23440640872938,0
343746486082492,45.95,148,284,731,121,49621,44.8605,-85.8138,3096,397,1975,10,3.849083205654272,96.83218850511436,0
30044330818990,187.1,8,12,769,244,33967,26.4722,-81.8122,224256,305,1985,8,5.236973736306985,85.98844946665803,0
3575540972310993,9.15,254,407,221,728,38677,34.3396,-89.5736,4198,105,2001,6,2.3174737054877963,95.93038072018686,0
30175986190993,1.29,258,48,54,783,56592,47.5375,-95.9941,516,25,1966,6,0.8285518175661483,107.11993811172596,0
180058696935600,77.33,261,19,110,180,13752,42.18899999999999,-74.9229,782,60,2000,8,4.360930671379148,85.98460714226704,0
4904681492230012,5.53,207,236,516,158,12419,41.8467,-74.1038,722,94,1990,10,1.8764069432883397,85.10299333942373,0
2264937662466770,51.89,169,368,535,641,78214,29.3641,-98.4924,1595797,241,1995,10,3.9682142850778885,102.77647214499046,0
180072527505094,49.78,69,271,228,468,28117,35.584,-80.8685,69793,99,1953,12,3.9275025762765323,88.35120456592541,0
2286236465059468,21.81,237,286,250,70,64726,38.5319,-93.9221,467,14,1950,5,3.1271990362962967,101.51880705573721,0
4220345354880,8.54,247,395,247,545,48371,42.8223,-83.2829,24840,14,1960,1,2.255493485460195,93.6471612474185,0
4119762878330989,174.77,224,159,126,228,61530,40.7152,-89.2706,6713,30,1945,8,5.169176322224807,98.11711132824897,0
4640395708703,113.53,225,219,605,243,70732,30.6576,-91.6264,1178,91,1951,6,4.740836797409625,96.61928179571613,0
3586008444788268,44.11,76,135,0,345,98027,47.4974,-122.0107,50489,302,1984,2,3.8091039514203047,130.9298053204464,0
3533742182628021,49.49,265,171,751,351,29455,32.8357,-79.8217,20478,267,1997,6,3.921775296870824,86.3115692441054,0
6011438889172900,25.5,8,5,378,183,72042,34.2853,-91.3336,5161,136,1993,4,3.2771447329921766,97.55669267174856,0
378278619832195,12.66,218,259,687,227,97403,44.0385,-123.0614,191096,387,1964,4,2.614471854142644,130.70385477180847,0
4378993458389626,61.47,315,170,134,153,3818,43.9742,-71.1503,3807,408,1999,10,4.134686441505479,83.64266528351426,0
6554245334757802,70.59,236,343,61,376,92637,33.615,-117.7114,45303,379,1969,12,4.270955399408094,122.41708179400455,0
3557442674264531,111.57,16,106,442,399,43136,39.8013,-82.8125,460,248,2004,6,4.7235752503667126,91.88064887635481,0
213153151785052,79.56,258,76,157,712,54487,45.4963,-89.7273,9594,393,1997,11,4.389002248410307,100.60269220542759,0
577588686219,155.02,140,384,225,679,15686,40.6153,-79.4545,972,354,1997,10,5.049984204160167,89.23351480436035,0
3566875419572867,72.76,1,257,856,671,5486,44.64,-73.3113,1654,449,1991,1,4.300816579248338,85.83283933140044,0
3565196229855512,94.27,2,167,637,727,63565,40.4815,-92.9951,3805,237,1950,9,4.556714965718688,101.42406256042004,0
2305336922781618,22.48,148,335,191,475,52572,40.6866,-92.6833,1132,330,1961,2,3.1561489949598958,101.22051925597893,0
3523843138706408,64.96,124,433,263,573,36758,32.6176,-86.9475,1412,126,1970,11,4.189048497691398,92.86428584773589,0
213156747557083,52.44,1,360,646,261,91206,34.1556,-118.2322,172817,10,1982,7,3.97855952922839,123.06688477490604,0
3596217206093829,51.75,275,330,207,67,52535,40.8626,-91.9534,888,54,1988,3,3.965563772356176,100.62395266694705,0
3512365128314616,25.64,114,210,827,26,63010,38.4305,-90.387,35439,242,1985,3,3.2824138456721883,98.21768221277674,0
3511058278399773,48.44,43,360,624,497,47863,39.5803,-87.4616,205,158,1960,1,3.900759813149435,96.00068553218775,0
3564839259330465,155.28,265,11,101,578,94569,38.046,-122.1866,198,32,1959,3,5.05164927018687,127.97290078590858,0
4451438912406400,5.22,61,280,669,509,71960,34.4596,-93.6743,1383,263,1999,9,1.827769906751088,99.81151493014221,0
30234966027947,81.57,219,221,640,498,53061,43.9446,-88.0911,5196,73,1978,1,4.413646418429337,98.44373910193579,0
4855853415727304704,15.87,175,3,162,787,54499,44.8232,-89.1665,3223,394,1954,6,2.825536896557877,99.79871732888154,0
30026790933302,76.02,162,319,499,438,39113,32.9013,-91.0286,595,425,1979,9,4.344065128386763,96.79205318439112,0
3500969075198072,119.15,188,357,10,701,99033,47.2271,-117.0819,895,83,1999,5,4.788740962182478,126.24805060681135,0
3528407217576457,104.68,246,225,635,368,37663,36.4715,-82.4834,87124,455,1987,2,4.66041566021407,90.18692581416666,0
4003989662068504,7.81,62,429,854,62,35022,33.3224,-86.9657,71463,360,1989,2,2.175887439948088,93.13117264509236,0
4836998673805450,61.85,294,163,469,424,49854,46.0062,-86.2555,6469,446,1979,4,4.140750935036256,97.75777063072788,0
