cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,trans_num,state_display,trans_date_trans_time_year,trans_date_trans_time_month,trans_date_trans_time_day,dob_year,dob_month,dob_day,is_fraud,log_amount,amount_bin_low,amount_bin_medium,amount_bin_high,distance_from_origin,category_risk
2283743876903625,108,13,8.53,280,433,0,804,11,9,30009,34.077,-84.3033,165556,328,385,9,2020,6,21,1997,12,27,0,2.254444717666111,1,0,0,90.93012877968445,0.0
4560004149983868416,196,7,37.95,289,408,0,180,148,5,80951,38.8881,-104.6556,525713,283,3074,5,2020,6,21,1992,5,9,0,3.6622787723167574,1,0,0,111.64711788922274,0.4032983508245877
4562827002127,616,13,1.74,67,202,1,260,275,34,45331,40.0987,-84.6342,22930,270,3790,34,2020,6,21,1971,11,26,0,1.007957920399979,1,0,0,93.65283525515926,0.0
213153151785052,641,13,6.02,258,76,0,157,712,47,54487,45.4963,-89.7273,9594,393,2099,48,2020,6,21,1997,11,23,0,1.9487632180377197,1,0,0,100.60269220542759,0.0
372509258176510,651,12,9.87,191,162,0,236,262,21,48438,42.9147,-83.4845,6951,245,3919,21,2020,6,21,1985,6,18,0,2.386006701133118,1,0,0,93.8687020062598,0.12418300653594772
6011148190095209,375,1,47.06,307,14,0,462,175,4,94015,37.6787,-122.478,107941,50,1066,4,2020,6,21,1991,10,4,0,3.872450230308323,1,0,0,128.14267406953078,0.06443298969072164
6011917798331152,255,5,1.7,327,202,1,463,672,45,5155,43.1699,-72.8515,828,382,1840,44,2020,6,21,1957,8,30,0,0.9932517730102833,1,0,0,84.6816468797106,0.5653370013755158
3577663406369449,363,10,2.17,69,183,1,645,395,2,72354,35.6069,-90.3359,2470,103,907,3,2020,6,21,1968,10,6,0,1.1537315878891892,1,0,0,97.10008319471204,0.5869837296620776
3502377050801561,153,13,6.21,180,243,0,589,500,42,77358,30.5354,-95.4532,4993,384,2596,42,2020,6,21,1948,11,30,0,1.9754689512968577,1,0,0,100.2183817640257,0.0
180040027502291,379,10,24.44,218,361,0,21,501,33,10162,40.7699,-73.9511,1577385,37,4188,31,2020,6,21,1957,12,29,0,3.2363227384719213,1,0,0,84.44495211213041,0.5869837296620776
379897244598068,293,10,176.23,115,211,1,497,565,16,40056,38.3039,-85.4834,3263,404,1085,16,2020,6,21,1930,2,28,0,5.177448324067048,0,1,0,93.67283720892627,0.5869837296620776
180048185037117,163,6,134.39,218,412,0,218,572,30,7060,40.6152,-74.415,71485,249,3269,29,2020,6,21,1974,7,19,0,4.9081595025070195,0,1,0,84.77727700298,0.3757309941520468
4302475216404898,684,10,19.03,82,51,1,360,59,11,50421,42.8511,-93.62,3032,92,3584,14,2020,6,21,1964,8,8,0,2.997231149677727,1,0,0,102.96077491554733,0.5869837296620776
180036456789979,446,0,210.36,210,356,0,849,39,47,53801,42.9207,-91.0685,878,377,2486,48,2020,6,21,1974,11,20,0,5.353562840774015,0,1,0,100.67600598325303,0.08955223880597014
180065479077096,399,6,52.81,194,137,0,432,422,19,21102,39.6747,-76.8941,11751,82,186,19,2020,6,21,1964,2,15,0,3.9854593235013285,0,1,0,86.52620663648673,0.3757309941520468
6517217825320610,169,1,82.32,140,332,1,244,670,24,39665,31.6453,-90.1801,1196,251,1540,23,2020,6,21,1958,6,11,0,4.422688616392771,0,1,0,95.57131080036518,0.06443298969072164
4683520018489354,546,10,26.31,60,58,1,152,300,4,90250,33.9143,-118.3493,93193,131,4091,4,2020,6,21,1995,4,19,0,3.3072529354856135,1,0,0,123.11269859352446,0.5869837296620776
501899453424,261,7,134.6,154,100,0,50,249,1,35903,33.9845,-85.9077,67082,58,3559,0,2020,6,21,1970,1,8,0,4.909709375506295,0,1,0,92.38549214860524,0.4032983508245877
6011348830550197,261,7,36.72,273,203,1,137,67,1,35229,33.4629,-86.7904,493806,286,1645,0,2020,6,21,1980,7,12,0,3.6301904577652566,1,0,0,93.01795100178245,0.4032983508245877
213195754007681,81,0,105.78,330,5,1,615,536,11,52576,41.2001,-92.1354,568,85,4390,14,2020,6,21,1969,7,24,0,4.67077064307204,0,1,0,100.92759866939271,0.08955223880597014
2712209726293386,501,6,39.95,149,42,0,464,47,17,70808,30.4066,-91.1468,378909,113,4368,17,2020,6,21,1977,2,22,0,3.7123518102990785,1,0,0,96.08486079398773,0.3757309941520468
503874407318,430,6,47.81,15,258,1,382,641,42,78248,29.5894,-98.5201,1595797,174,1366,42,2020,6,21,1975,12,28,0,3.887935209899056,1,0,0,102.8675978934572,0.3757309941520468
676369110710,491,7,18.96,84,437,1,713,674,21,48034,42.4969,-83.2911,75830,144,360,21,2020,6,21,1974,12,28,0,2.993730270883318,1,0,0,93.50611663853869,0.4032983508245877
4783226709001,166,0,46.67,154,138,0,106,441,15,67556,38.5957,-99.554,320,180,2245,15,2020,6,21,1961,4,22,0,3.864302269216734,1,0,0,106.7737185570026,0.08955223880597014
375848982312810,111,7,30.59,80,375,1,222,593,42,76566,31.4841,-97.9903,258,459,1630,42,2020,6,21,1943,12,15,0,3.4528406148139936,1,0,0,102.92398868534002,0.4032983508245877
30270432095985,15,6,3.94,207,230,0,792,406,13,61454,40.6761,-91.0391,725,165,1158,12,2020,6,21,1972,11,28,0,1.597365331199831,1,0,0,99.71290207400445,0.3757309941520468
6011149206456997,330,6,84.11,148,429,1,755,721,19,21790,39.2667,-77.5101,100,337,3607,19,2020,6,21,1979,12,11,0,4.4439445374888695,0,1,0,86.88894826673872,0.3757309941520468
4110266553600176128,678,7,31.19,274,362,0,352,694,24,38778,33.5567,-90.5451,1686,133,4063,23,2020,6,21,1986,11,6,0,3.4716558453107167,1,0,0,96.56328105910653,0.4032983508245877
675990301623,10,1,4.91,10,376,0,596,533,30,7439,41.0767,-74.5982,2456,394,3909,29,2020,6,21,1994,3,13,0,1.776645831418007,1,0,0,85.15977175949922,0.06443298969072164
377026671291680,179,5,5.36,137,91,0,165,603,23,63665,37.3272,-91.0243,241,236,155,24,2020,6,21,1974,10,27,0,1.8500283773520307,1,0,0,98.38060301873534,0.5653370013755158
6011934240159560,89,6,80.5,168,71,1,388,93,20,4616,44.2541,-68.5565,824,257,3446,18,2020,6,21,1974,11,2,0,4.400603020246817,0,1,0,81.599136386729,0.3757309941520468
3519607465576254,56,0,49.57,25,148,0,317,240,4,95537,40.7268,-124.2174,276,383,329,4,2020,6,21,1929,5,6,0,3.9233585150918917,1,0,0,130.72350477630258,0.08955223880597014
571465035400,144,0,79.51,209,118,1,419,245,49,82514,43.0048,-108.8964,1645,188,607,49,2020,6,21,1976,2,26,0,4.388381400311889,0,1,0,117.08047982477694,0.08955223880597014
6011652924285713,245,5,34.17,181,375,0,174,619,23,65072,38.2911,-92.7059,1847,417,4161,24,2020,6,21,1988,10,26,0,3.5601934464858913,1,0,0,100.30250362787561,0.5653370013755158
4116554952971686,131,6,9.75,45,39,0,446,582,8,34953,27.2625,-80.3793,181438,327,2794,8,2020,6,21,1934,3,19,0,2.3749057545736716,1,0,0,84.8768270774774,0.3757309941520468
4855488158131690496,444,10,68.88,151,340,1,229,268,45,5654,44.1554,-72.4847,970,14,2803,44,2020,6,21,1993,9,29,0,4.246779485265856,0,1,0,84.87479651374724,0.5869837296620776
4599735407877244928,456,6,30.73,218,287,0,372,710,41,38079,36.3846,-89.4649,5577,197,3666,41,2020,6,21,1964,12,30,0,3.4572626055951043,1,0,0,96.580574905982,0.3757309941520468
561942763351,452,6,63.27,225,43,0,305,742,7,20036,38.9087,-77.0414,601723,328,641,7,2020,6,21,1986,3,14,0,4.163092959383195,0,1,0,86.30912031558427,0.3757309941520468
2227671554547514,28,0,121.46,17,204,0,620,137,8,33760,27.9004,-82.7152,172247,196,488,8,2020,6,21,1979,10,22,0,4.8077844460498085,0,1,0,87.29396675143134,0.08955223880597014
2296006538441789,531,11,9.23,171,180,0,454,94,33,11217,40.6816,-73.9798,2504700,272,1835,31,2020,6,21,1999,9,1,0,2.325324579963535,1,0,0,84.4275037330845,0.7554064131245339
36722699017270,45,7,8.86,154,316,0,719,695,3,85173,33.2887,-111.0985,2872,310,3318,2,2020,6,21,1987,10,28,0,2.288486168614544,1,0,0,115.97850770698854,0.4032983508245877
213156747557083,658,6,55.53,1,360,1,646,261,4,91206,34.1556,-118.2322,172817,10,3509,4,2020,6,21,1982,7,30,0,4.0347714706871995,0,1,0,123.06688477490604,0.3757309941520468
3567697931646329,5,5,2.61,162,382,1,390,330,33,12534,42.247,-73.7552,17867,450,113,31,2020,6,21,1998,7,29,0,1.2837077723447896,1,0,0,84.99787371481713,0.5653370013755158
4988304376504,111,7,1.93,327,393,1,844,616,33,12575,41.4575,-74.1659,2258,49,3491,31,2020,6,21,1937,3,17,0,1.0750024230289759,1,0,0,84.96649356693496,0.4032983508245877
213157767990030,28,0,20.03,303,54,0,40,615,49,82901,41.606,-109.23,27971,284,3811,49,2020,6,21,1984,8,1,0,3.0459499897146083,1,0,0,116.88563699616817,0.08955223880597014
4509922033272157,479,12,7.93,235,427,0,196,334,40,57036,43.2893,-97.1904,811,290,1009,40,2020,6,21,1972,3,28,0,2.189416394888408,1,0,0,106.39519418963432,0.12418300653594772
30044330818990,218,10,20.4,8,12,0,769,244,8,33967,26.4722,-81.8122,224256,305,130,8,2020,6,21,1985,8,29,0,3.0633909220278057,1,0,0,85.98844946665803,0.5869837296620776
3502377050801561,685,5,181.87,180,243,0,589,500,42,77358,30.5354,-95.4532,4993,384,2884,42,2020,6,21,1948,11,30,0,5.208775517886542,0,1,0,100.2183817640257,0.5653370013755158
4710826438164847616,674,6,30.72,169,173,1,846,720,25,59542,48.8328,-108.3961,192,191,429,25,2020,6,21,1964,1,4,0,3.456947396766647,1,0,0,118.88800129134142,0.3757309941520468
4653879239169997,28,0,129.58,235,397,0,277,668,16,42171,37.0581,-86.1938,6841,440,2455,16,2020,6,21,1999,6,6,0,4.871986065758487,0,1,0,93.82256623035846,0.08955223880597014
4956828990005110784,38,7,5.13,188,343,1,243,217,30,7208,40.6747,-74.2239,124967,297,79,29,2020,6,21,1980,12,21,0,1.81319474994812,1,0,0,84.63816249954863,0.4032983508245877
3590736522064285,307,12,189.99,190,148,0,649,49,2,72011,34.5091,-92.4828,4074,383,3249,3,2020,6,21,1975,12,20,0,5.252221070655064,0,1,0,98.71142932127971,0.12418300653594772
4755696071492,173,11,5.37,265,112,1,16,631,42,75048,32.9643,-96.6012,20328,396,3177,42,2020,6,21,1985,6,20,0,1.851599469584072,1,0,0,102.07074466236641,0.7554064131245339
3542162746848552,379,10,6.04,36,7,1,367,221,22,56029,43.5089,-93.4824,744,88,1987,22,2020,6,21,1968,1,28,0,1.951608170169951,1,0,0,103.11150997328086,0.5869837296620776
30234966027947,556,1,15.49,219,221,1,640,498,47,53061,43.9446,-88.0911,5196,73,415,48,2020,6,21,1978,1,22,0,2.8027541365715076,1,0,0,98.44373910193579,0.06443298969072164
180042946491150,208,11,4.94,60,344,1,313,639,8,33710,27.7898,-82.7243,341043,154,1989,8,2020,6,21,1989,2,28,0,1.7817091333745536,1,0,0,87.26730656167864,0.7554064131245339
4149238353975790,198,10,74.52,301,59,1,452,143,37,15324,40.1008,-80.0652,632,110,104,37,2020,6,21,1989,4,8,0,4.324397521837245,0,1,0,89.54613566022825,0.5869837296620776
3583793405872580,143,12,4.4,30,221,0,580,623,35,73564,34.847,-98.9836,551,20,1764,35,2020,6,21,1970,9,27,0,1.6863989535702288,1,0,0,104.93839372679572,0.12418300653594772
3575789281659026,212,6,71.68,206,436,0,679,124,23,64019,38.7897,-93.8702,2368,137,2424,24,2020,6,21,1989,7,17,0,4.28606624352797,0,1,0,101.56896806667872,0.3757309941520468
3553629419254918,89,6,33.97,281,202,0,641,153,46,98238,48.34,-122.3456,85,366,3498,46,2020,6,21,1984,9,1,0,3.5544905510752844,1,0,0,131.54923579922465,0.3757309941520468
375248307838179,652,1,20.87,168,267,1,385,698,48,26237,38.8564,-80.158,571,3,1544,47,2020,6,21,1967,9,16,0,3.0851158346886765,1,0,0,89.07931738041104,0.06443298969072164
4427805710168,38,7,19.41,232,346,0,151,627,31,88355,33.3305,-105.6933,8874,253,1728,30,2020,6,21,2000,8,16,0,3.0160249768217535,1,0,0,110.82416656641276,0.4032983508245877
371985236239474,23,10,21.57,29,243,1,38,542,33,13425,42.9576,-75.4838,1970,342,1031,31,2020,6,21,1949,6,9,0,3.1166215908294443,1,0,0,86.85136418157172,0.5869837296620776
6011348830550197,480,1,19.06,273,203,1,137,67,1,35229,33.4629,-86.7904,493806,286,4059,0,2020,6,21,1980,7,12,0,2.9987277825337895,1,0,0,93.01795100178245,0.06443298969072164
676275912597,365,1,60.07,104,174,1,212,219,21,49629,44.8955,-85.4082,2223,67,1150,21,2020,6,21,1986,1,18,0,4.112020747235043,0,1,0,96.48920430540403,0.06443298969072164
4173950183554608,81,0,15.8,292,242,1,431,463,30,7750,40.333,-73.9809,3279,205,2775,29,2020,6,21,1978,10,5,0,2.8213788864092133,1,0,0,84.26104944640792,0.08955223880597014
6011197122270059,610,9,2.01,322,417,1,55,512,18,1535,42.2665,-72.0821,4680,178,2380,20,2020,6,21,1986,4,3,0,1.1019400787607843,1,0,0,83.56007517145972,0.6488946684005201
4223708906367574016,614,0,75.24,1,337,1,249,483,34,45051,39.0965,-84.6431,177,174,4124,34,2020,6,21,1974,5,30,0,4.333886259345946,0,1,0,93.23620911351983,0.08955223880597014
675961917837,345,1,56.3,67,85,1,441,678,28,68438,40.6267,-96.7456,142,74,3942,26,2020,6,21,1967,8,24,0,4.048300623720694,0,1,0,104.92969013701509,0.06443298969072164
630425673344,542,0,5.95,48,271,1,381,116,48,24927,38.388000000000005,-79.9906,365,401,1633,47,2020,6,21,1970,3,14,0,1.9387416595767009,1,0,0,88.72505075997421,0.08955223880597014
4708992452821239,515,10,19.73,143,416,1,312,154,2,72524,35.8184,-91.3375,376,111,3520,3,2020,6,21,1938,9,8,0,3.0315819264476884,1,0,0,98.10961565927165,0.5869837296620776
30234966027947,594,1,128.33,219,221,1,640,498,47,53061,43.9446,-88.0911,5196,73,2196,48,2020,6,21,1978,1,22,0,4.862367277427153,0,1,0,98.44373910193579,0.06443298969072164
377234009633447,464,7,136.16,308,33,0,402,659,48,25442,39.3716,-77.8229,1925,415,235,47,2020,6,21,1966,2,14,0,4.921148127594719,0,1,0,87.21540374824852,0.4032983508245877
4294040533480516,259,10,16.8,118,423,0,845,496,39,29809,33.413000000000004,-81.69,2206,43,278,39,2020,6,21,1986,12,31,0,2.8791984572980396,1,0,0,88.25919028067275,0.5869837296620776
180018375329178,85,7,113.89,232,439,0,821,487,21,49259,42.3703,-84.2485,2523,200,3428,21,2020,6,21,1988,3,21,0,4.743975148865274,0,1,0,94.30298019861303,0.4032983508245877
6011438889172900,479,12,37.14,8,5,0,378,183,2,72042,34.2853,-91.3336,5161,136,2227,3,2020,6,21,1993,4,8,0,3.641263600172273,1,0,0,97.55669267174856,0.12418300653594772
5501083170975659,310,1,16.06,325,313,1,529,171,34,44223,41.1464,-81.5107,47772,170,67,34,2020,6,21,1966,1,4,0,2.836736542063533,1,0,0,91.30728583990435,0.06443298969072164
6011104316292105,397,12,1.01,317,91,0,364,197,44,23937,36.9688,-78.5615,1970,140,3069,45,2020,6,21,1985,9,2,0,0.6981347220709844,1,0,0,86.82511995782096,0.12418300653594772
374930071163758,317,0,6.98,82,110,1,550,621,21,48174,42.2203,-83.3583,31515,322,2998,21,2020,6,21,1971,11,5,0,2.0769384114617173,1,0,0,93.44067589107004,0.08955223880597014
4500002361389,487,6,31.88,167,293,1,761,722,19,21865,38.2833,-75.8465,470,285,3065,19,2020,6,21,1965,4,7,0,3.492864570187979,1,0,0,84.96059451969484,0.3757309941520468
6592074504369261,206,5,242.35,10,274,0,743,568,37,19154,40.0897,-74.9781,1526206,85,989,37,2020,6,21,1972,5,23,0,5.494500736279464,0,1,0,85.02293529219043,0.5653370013755158
4400011257587661824,14,5,20.66,215,323,0,436,516,28,68859,41.4972,-98.7858,509,291,3483,26,2020,6,21,1980,9,15,0,3.0754672415728446,1,0,0,107.14780394147142,0.5653370013755158
30570197515105,254,7,127.76,322,51,1,583,295,1,36344,31.086,-85.7192,5732,239,2267,0,2020,6,21,1945,12,7,0,4.8579502064306075,0,1,0,91.18179996380856,0.4032983508245877
6011652924285713,365,1,4.24,181,375,0,174,619,23,65072,38.2911,-92.7059,1847,417,2132,24,2020,6,21,1988,10,26,0,1.6563214983329508,1,0,0,100.30250362787561,0.06443298969072164
4561546772499,670,6,28.51,82,41,1,633,471,31,87035,34.9889,-106.0609,7268,435,2861,30,2020,6,21,1988,8,4,0,3.3847291889548483,1,0,0,111.68320210318113,0.3757309941520468
4119762878330989,76,7,29.39,224,159,0,126,228,13,61530,40.7152,-89.2706,6713,30,1251,12,2020,6,21,1945,8,19,0,3.414113606928702,1,0,0,98.11711132824897,0.4032983508245877
4810839835482793984,178,12,5.85,54,316,0,399,772,23,64874,36.7651,-94.0492,760,339,3188,24,2020,6,21,1985,8,31,0,1.9242486522741338,1,0,0,100.9798227303356,0.12418300653594772
4191109180926792,198,10,12.64,150,376,0,438,17,34,43102,39.6251,-82.7552,4512,177,942,34,2020,6,21,1992,10,3,0,2.613006652415316,1,0,0,91.75277476485384,0.5869837296620776
676195318214,33,12,9.63,38,329,0,839,12,42,77412,29.6047,-96.5249,106,130,127,42,2020,6,21,1983,7,24,0,2.363680192353857,1,0,0,100.9628376290009,0.12418300653594772
4128730454058057728,510,5,18.02,236,243,0,610,600,42,75858,31.3833,-95.0619,43,160,4380,42,2020,6,21,1949,10,4,0,2.9454910571172443,1,0,0,100.10832308304839,0.5653370013755158
4681699462969,447,9,2.54,167,148,1,288,488,41,37132,35.8596,-86.421,158701,240,2336,41,2020,6,21,1978,3,6,0,1.264126727145683,1,0,0,93.56548590778547,0.6488946684005201
3523843138706408,552,11,9.17,124,433,0,263,573,1,36758,32.6176,-86.9475,1412,126,3564,0,2020,6,21,1970,11,20,0,2.3194422100604686,1,0,0,92.86428584773589,0.7554064131245339
4587657402165341696,485,6,26.03,11,229,0,568,564,13,60958,41.0646,-87.5917,2135,350,3328,12,2020,6,21,2004,5,8,0,3.2969473602883563,1,0,0,96.73989498676335,0.3757309941520468
6011860238257910,566,5,46.81,207,266,0,406,377,35,73754,36.385,-98.0727,1078,340,3803,35,2020,6,21,1952,7,6,0,3.867234822638012,1,0,0,104.60460176440614,0.5653370013755158
3576431665303017,46,6,61.44,154,417,0,644,569,3,85020,33.5623,-112.0559,1312922,98,2478,2,2020,6,21,1981,10,24,0,4.134206095647231,0,1,0,116.97415400890917,0.3757309941520468
30199621383748,526,12,68.51,308,323,0,92,394,42,75452,33.4044,-96.2238,4090,407,3280,42,2020,6,21,1977,3,23,0,4.2414706271123945,0,1,0,101.85712358887815,0.12418300653594772
3540017235499519,311,1,57.53,202,134,1,724,373,20,3905,43.0976,-70.7121,1780,45,1474,18,2020,6,21,1983,1,21,0,4.069539443303129,0,1,0,82.81065276985807,0.06443298969072164
213161869125933,616,13,2.3,235,222,0,298,204,20,4226,44.6084,-70.6993,190,22,1357,18,2020,6,21,1970,4,17,0,1.1939224684724346,1,0,0,83.59605475768578,0.0
36913587729122,428,10,28.74,13,256,0,414,448,12,83646,43.6498,-116.4306,84106,233,3906,11,2020,6,21,1971,2,11,0,3.392492941032009,1,0,0,124.3438364230411,0.5869837296620776
2720433095629877,480,1,1.92,216,438,1,749,78,20,4287,44.0575,-69.9656,3224,153,2506,18,2020,6,21,1997,8,22,0,1.0715836162801904,1,0,0,82.68160913776413,0.06443298969072164
4584931703207308288,67,12,3.37,10,147,0,717,173,42,75218,32.8463,-96.6972,1263321,111,1741,42,2020,6,21,1975,4,16,0,1.4747630091074988,1,0,0,102.123591356405,0.12418300653594772
4536996888716062208,224,5,22.42,241,267,1,681,225,31,87533,35.9866,-106.0654,18408,212,1582,30,2020,6,21,1972,7,18,0,3.1535903581695712,1,0,0,112.00403768043364,0.5653370013755158
3518234918950662,74,10,12.33,26,236,0,601,660,42,75092,33.6372,-96.6184,46563,415,3957,42,2020,6,21,1970,9,11,0,2.5900171341906173,1,0,0,102.30628740404961,0.5869837296620776
3546674063249004,108,13,6.85,165,250,1,136,7,42,76008,32.7004,-97.6039,13602,300,3532,42,2020,6,21,1984,7,5,0,2.060513531794317,1,0,0,102.93608432114561,0.0
3533177016567295,186,6,80.8,90,27,1,691,751,28,68463,40.8731,-96.1528,1517,110,4293,26,2020,6,21,1951,11,8,0,4.404277243608702,0,1,0,104.47952551313583,0.3757309941520468
4900628639996,405,12,5.61,229,202,1,78,522,4,90650,33.9056,-118.0818,105549,184,2899,4,2020,6,21,1973,9,22,0,1.888583653863595,1,0,0,122.85316928187079,0.12418300653594772
38947654498698,33,12,7.47,208,346,0,96,163,34,45622,39.3543,-82.503,321,101,599,34,2020,6,21,1979,6,24,0,2.136530508663963,1,0,0,91.40845659724269,0.12418300653594772
3547560454237873,41,6,43.47,152,343,1,188,22,21,49613,44.5232,-86.2061,680,116,24,21,2020,6,21,1966,12,21,0,3.794814804522605,1,0,0,97.02477526616592,0.3757309941520468
378278619832195,1,10,8.32,218,259,0,687,227,36,97403,44.0385,-123.0614,191096,387,1475,36,2020,6,21,1964,4,6,0,2.2321626286975,1,0,0,130.70385477180847,0.5869837296620776
3513618443244549,586,10,37.0,11,316,0,824,248,40,57340,43.7588,-97.8712,355,181,187,40,2020,6,21,1955,6,26,0,3.6375861597263857,1,0,0,107.20822900729216,0.5869837296620776
2296006538441789,164,1,9.76,171,180,0,454,94,33,11217,40.6816,-73.9798,2504700,272,125,31,2020,6,21,1999,9,1,0,2.3758355547336385,1,0,0,84.4275037330845,0.06443298969072164
630484879808,501,6,75.99,135,312,1,712,309,4,93627,36.4992,-120.0936,123,127,2429,4,2020,6,21,1973,2,7,0,4.343675543289958,0,1,0,125.51758586588574,0.3757309941520468
376445266762684,388,7,26.54,254,236,0,345,697,28,69165,41.1558,-101.136,1789,229,23,26,2020,6,21,1982,2,11,0,3.315639493300509,1,0,0,109.18924108922087,0.4032983508245877
4683638447911,190,13,558.03,82,40,1,778,212,17,70531,30.251,-92.5002,1261,46,2575,17,2020,6,21,1972,7,1,0,6.326203138978033,0,0,1,97.32116933658371,0.0
4503101193493052928,591,6,5.26,179,397,0,598,380,8,33811,27.9865,-82.0139,237282,83,3091,8,2020,6,21,1979,7,3,0,1.8341801851120072,1,0,0,86.65750963107583,0.3757309941520468
4259996134423,110,6,46.33,174,202,0,802,330,15,67545,38.1485,-98.6408,215,330,1407,15,2020,6,21,1968,11,22,0,3.8571443439181565,1,0,0,105.7606518365408,0.3757309941520468
630424987505,320,0,19.3,150,32,0,259,704,48,26292,39.1505,-79.503,836,187,1034,47,2020,6,21,1981,8,29,0,3.0106208860477417,1,0,0,88.61991118958538,0.08955223880597014
348789608637806,395,7,49.77,222,285,0,481,321,28,68950,40.4542,-98.6538,331,426,3049,26,2020,6,21,1950,8,19,0,3.927305628959303,1,0,0,106.62605006319986,0.4032983508245877
3587960728692500,112,5,109.54,182,191,0,20,48,11,51006,42.3327,-95.6045,1075,420,2622,14,2020,6,21,1997,1,2,0,4.705377446405117,0,1,0,104.55753396833727,0.5653370013755158
6538441737335434,639,0,48.05,122,156,0,407,133,37,16114,41.3851,-80.1752,606,141,2978,37,2020,6,21,1997,9,22,0,3.892840186011372,1,0,0,90.22632208535379,0.08955223880597014
